# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "ID" "-a" "reference/GWH_reference/annotation.gff" "-o" "counts/C0H_R1_counts.txt" "alignments/C0H_R1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C0H_R1.sorted.bam
GUL04G001343	GWHHCNU00000004.1	14620804	14621707	-	904	0
GUL04G001344	GWHHCNU00000004.1	14646742	14647191	-	450	0
GUL04G001345	GWHHCNU00000004.1	14661489	14661740	+	252	0
GUL04G001346	GWHHCNU00000004.1	14661835	14663409	+	1575	0
GUL04G001347	GWHHCNU00000004.1	14666328	14667199	+	872	17
GUL04G001348	GWHHCNU00000004.1	14667245	14667478	+	234	0
GUL04G001349	GWHHCNU00000004.1	14672197	14673168	+	972	0
GUL04G001350	GWHHCNU00000004.1	14677260	14678750	-	1491	0
GUL04G001351	GWHHCNU00000004.1	14680938	14681234	+	297	0
GUL04G001352	GWHHCNU00000004.1	14682839	14683442	-	604	0
GUL04G001353	GWHHCNU00000004.1	14722656	14730458	-	7803	40
GUL04G001354	GWHHCNU00000004.1	14731153	14731392	-	240	0
GUL04G001355	GWHHCNU00000004.1	14732734	14732982	+	249	0
GUL04G001356	GWHHCNU00000004.1	14734610	14737886	+	3277	0
GUL04G001357	GWHHCNU00000004.1	14737013	14738053	-	1041	0
GUL04G001358	GWHHCNU00000004.1	14750225	14750485	+	261	0
GUL04G001359	GWHHCNU00000004.1	14758524	14760671	+	2148	332
GUL04G001360	GWHHCNU00000004.1	14771211	14771822	-	612	0
GUL04G001361	GWHHCNU00000004.1	14775778	14777933	-	2156	34
GUL04G001362	GWHHCNU00000004.1	14786908	14788835	-	1928	0
GUL04G001363	GWHHCNU00000004.1	14794325	14799098	-	4774	20
GUL04G001364	GWHHCNU00000004.1	14851602	14853825	+	2224	0
GUL04G001365	GWHHCNU00000004.1	14865293	14865520	+	228	0
GUL04G001366	GWHHCNU00000004.1	14869999	14878847	+	8849	0
GUL04G001367	GWHHCNU00000004.1	14883606	14884609	+	1004	0
GUL04G001368	GWHHCNU00000004.1	14887984	14891544	+	3561	0
GUL04G001369	GWHHCNU00000004.1	14900242	14900700	+	459	0
GUL04G001370	GWHHCNU00000004.1	14912070	14912931	-	862	0
GUL04G001371	GWHHCNU00000004.1	14921079	14921462	-	384	0
GUL04G001372	GWHHCNU00000004.1	14921511	14923983	-	2473	0
GUL04G001373	GWHHCNU00000004.1	14925383	14928756	-	3374	0
GUL04G001374	GWHHCNU00000004.1	14945127	14945408	+	282	0
GUL04G001375	GWHHCNU00000004.1	14959939	14960298	-	360	0
GUL04G001376	GWHHCNU00000004.1	14985609	14986121	-	513	0
GUL04G001377	GWHHCNU00000004.1	14986146	14986355	-	210	0
GUL04G001378	GWHHCNU00000004.1	14986477	14986791	-	315	0
GUL04G001379	GWHHCNU00000004.1	15056487	15057841	-	1355	0
GUL04G001380	GWHHCNU00000004.1	15057720	15057926	+	207	0
GUL04G001381	GWHHCNU00000004.1	15077389	15080550	+	3162	41
GUL04G001382	GWHHCNU00000004.1	15104931	15108008	+	3078	0
GUL04G001383	GWHHCNU00000004.1	15222232	15224995	-	2764	0
GUL04G001384	GWHHCNU00000004.1	15242125	15244654	+	2530	959
GUL04G001385	GWHHCNU00000004.1	15269931	15270438	-	508	0
GUL04G001386	GWHHCNU00000004.1	15288530	15290367	-	1838	101
GUL04G001387	GWHHCNU00000004.1	15301114	15301629	+	516	0
GUL04G001388	GWHHCNU00000004.1	15301688	15301969	+	282	0
GUL04G001389	GWHHCNU00000004.1	15302088	15302867	+	780	0
GUL04G001390	GWHHCNU00000004.1	15302992	15305721	+	2730	0
GUL04G001391	GWHHCNU00000004.1	15307869	15308570	+	702	0
GUL04G001392	GWHHCNU00000004.1	15330823	15338239	-	7417	1050
GUL04G001393	GWHHCNU00000004.1	15415509	15417884	-	2376	799
GUL04G001394	GWHHCNU00000004.1	15436723	15438754	-	2032	0
GUL04G001395	GWHHCNU00000004.1	15457093	15458718	-	1626	15
GUL04G001396	GWHHCNU00000004.1	15459605	15462936	+	3332	523
GUL04G001397	GWHHCNU00000004.1	15473202	15476126	-	2925	0
GUL04G001398	GWHHCNU00000004.1	15476235	15476591	-	357	0
GUL04G001399	GWHHCNU00000004.1	15481743	15482132	-	390	0
GUL04G001400	GWHHCNU00000004.1	15485070	15486614	+	1545	0
GUL04G001401	GWHHCNU00000004.1	15528186	15528389	-	204	127
GUL04G001402	GWHHCNU00000004.1	15531914	15540224	+	8311	3444
GUL04G001403	GWHHCNU00000004.1	15561054	15561287	-	234	0
GUL04G001404	GWHHCNU00000004.1	15606362	15606661	+	300	0
GUL04G001405	GWHHCNU00000004.1	15675448	15677485	+	2038	97
GUL04G001406	GWHHCNU00000004.1	15693230	15693601	-	372	0
GUL04G001407	GWHHCNU00000004.1	15760040	15760595	+	556	0
GUL04G001408	GWHHCNU00000004.1	15779101	15779343	-	243	0
GUL04G001409	GWHHCNU00000004.1	15798287	15804163	-	5877	470
GUL04G001410	GWHHCNU00000004.1	15825545	15828145	-	2601	181
GUL04G001411	GWHHCNU00000004.1	15958933	15959133	+	201	0
GUL04G001412	GWHHCNU00000004.1	16014139	16016672	+	2534	7
GUL04G001413	GWHHCNU00000004.1	16029333	16030562	+	1230	0
GUL04G001414	GWHHCNU00000004.1	16034326	16034835	-	510	0
GUL04G001415	GWHHCNU00000004.1	16039546	16039973	+	428	0
GUL04G001416	GWHHCNU00000004.1	16047744	16048156	+	413	0
GUL04G001417	GWHHCNU00000004.1	16131497	16135178	+	3682	0
GUL04G001418	GWHHCNU00000004.1	16135755	16136276	+	522	0
GUL04G001419	GWHHCNU00000004.1	16175617	16175928	-	312	0
GUL04G001420	GWHHCNU00000004.1	16177473	16178130	-	658	0
GUL04G001421	GWHHCNU00000004.1	16195062	16197006	+	1945	263
GUL04G001422	GWHHCNU00000004.1	16209597	16211093	+	1497	0
GUL04G001423	GWHHCNU00000004.1	16225666	16226223	+	558	0
GUL04G001424	GWHHCNU00000004.1	16228623	16229212	+	590	0
GUL04G001425	GWHHCNU00000004.1	16230216	16241186	-	10971	1564
GUL04G001426	GWHHCNU00000004.1	16248419	16249282	-	864	0
GUL04G001427	GWHHCNU00000004.1	16258989	16261376	-	2388	0
GUL04G001428	GWHHCNU00000004.1	16269413	16269724	+	312	0
GUL04G001429	GWHHCNU00000004.1	16276780	16276986	-	207	0
GUL04G001430	GWHHCNU00000004.1	16287834	16288109	+	276	0
GUL04G001431	GWHHCNU00000004.1	16298525	16299022	+	498	0
GUL04G001432	GWHHCNU00000004.1	16353720	16353992	-	273	56
GUL04G001433	GWHHCNU00000004.1	16358873	16364596	+	5724	48
GUL04G001434	GWHHCNU00000004.1	16641672	16641995	+	324	0
GUL04G001435	GWHHCNU00000004.1	16676802	16679239	-	2438	0
GUL04G001436	GWHHCNU00000004.1	16680343	16680582	+	240	0
GUL04G001437	GWHHCNU00000004.1	16707437	16712078	-	4642	118
GUL04G001438	GWHHCNU00000004.1	16729375	16730256	+	882	0
GUL04G001439	GWHHCNU00000004.1	16752047	16752648	-	602	0
GUL04G001440	GWHHCNU00000004.1	16758992	16759321	+	330	0
GUL04G001441	GWHHCNU00000004.1	16761558	16761809	+	252	0
GUL04G001442	GWHHCNU00000004.1	16810970	16811362	-	393	0
GUL04G001443	GWHHCNU00000004.1	16824712	16825652	-	941	15
GUL04G001444	GWHHCNU00000004.1	16830960	16832001	-	1042	0
GUL04G001445	GWHHCNU00000004.1	16838479	16840265	-	1787	0
GUL04G001446	GWHHCNU00000004.1	16869991	16878137	-	8147	117
GUL04G001447	GWHHCNU00000004.1	16878461	16878862	-	402	31
GUL04G001448	GWHHCNU00000004.1	16891242	16897773	-	6532	506
GUL04G001449	GWHHCNU00000004.1	16919885	16920259	+	375	0
GUL04G001450	GWHHCNU00000004.1	16932925	16934100	+	1176	0
GUL04G001451	GWHHCNU00000004.1	16989112	16989387	-	276	0
GUL04G001452	GWHHCNU00000004.1	17025395	17025751	+	357	0
GUL04G001453	GWHHCNU00000004.1	17077734	17078069	+	336	0
GUL04G001454	GWHHCNU00000004.1	17078279	17078835	+	557	0
GUL04G001455	GWHHCNU00000004.1	17078952	17079218	+	267	0
GUL04G001456	GWHHCNU00000004.1	17085089	17085650	+	562	0
GUL04G001457	GWHHCNU00000004.1	17172621	17188236	-	15616	543
GUL04G001458	GWHHCNU00000004.1	17249748	17250560	-	813	0
GUL04G001459	GWHHCNU00000004.1	17294275	17294631	+	357	0
GUL04G001460	GWHHCNU00000004.1	17297034	17297282	+	249	0
GUL04G001461	GWHHCNU00000004.1	17358513	17358872	+	360	0
GUL04G001462	GWHHCNU00000004.1	17358952	17360292	+	1341	0
GUL04G001463	GWHHCNU00000004.1	17379392	17381617	+	2226	0
GUL04G001464	GWHHCNU00000004.1	17382358	17384425	-	2068	15
GUL04G001465	GWHHCNU00000004.1	17405782	17411866	-	6085	2
GUL04G001466	GWHHCNU00000004.1	17452728	17453561	-	834	0
GUL04G001467	GWHHCNU00000004.1	17453676	17453990	-	315	0
GUL04G001468	GWHHCNU00000004.1	17469744	17477773	-	8030	0
GUL04G001469	GWHHCNU00000004.1	17471605	17472072	-	468	0
GUL04G001470	GWHHCNU00000004.1	17481038	17484254	+	3217	2
GUL04G001471	GWHHCNU00000004.1	17487219	17490020	+	2802	0
GUL04G001472	GWHHCNU00000004.1	17495176	17497301	-	2126	0
GUL04G001473	GWHHCNU00000004.1	17497837	17498226	-	390	0
GUL04G001474	GWHHCNU00000004.1	17587873	17588411	-	539	0
GUL04G001475	GWHHCNU00000004.1	17622269	17623929	-	1661	50
GUL04G001476	GWHHCNU00000004.1	17645552	17646073	-	522	0
GUL04G001477	GWHHCNU00000004.1	17646101	17646547	-	447	0
GUL04G001478	GWHHCNU00000004.1	17719797	17720084	+	288	0
GUL04G001479	GWHHCNU00000004.1	17734204	17734730	-	527	0
GUL04G001480	GWHHCNU00000004.1	17758172	17759701	-	1530	0
GUL04G001481	GWHHCNU00000004.1	17806921	17807966	-	1046	0
GUL04G001482	GWHHCNU00000004.1	17808446	17809123	-	678	0
GUL04G001483	GWHHCNU00000004.1	17817591	17817851	-	261	0
GUL04G001484	GWHHCNU00000004.1	17862793	17865373	-	2581	0
GUL04G001485	GWHHCNU00000004.1	17926774	17927304	+	531	0
GUL04G001486	GWHHCNU00000004.1	17934710	17934970	-	261	1184
GUL04G001487	GWHHCNU00000004.1	17936301	17936579	+	279	0
GUL04G001488	GWHHCNU00000004.1	17947955	17949860	-	1906	0
GUL04G001489	GWHHCNU00000004.1	17954174	17956427	-	2254	0
GUL04G001490	GWHHCNU00000004.1	17956596	17956817	+	222	0
GUL04G001491	GWHHCNU00000004.1	17988578	17989399	+	822	0
GUL04G001492	GWHHCNU00000004.1	17994572	17995263	-	692	0
GUL04G001493	GWHHCNU00000004.1	18042338	18042949	-	612	8265
GUL04G001494	GWHHCNU00000004.1	18066741	18066986	-	246	0
GUL04G001495	GWHHCNU00000004.1	18091129	18091368	+	240	0
GUL04G001496	GWHHCNU00000004.1	18186714	18187445	+	732	1
GUL04G001497	GWHHCNU00000004.1	18272619	18275229	+	2611	65
GUL04G001498	GWHHCNU00000004.1	18344087	18345324	+	1238	0
GUL04G001499	GWHHCNU00000004.1	18362300	18363703	-	1404	213
GUL04G001500	GWHHCNU00000004.1	18385057	18385290	-	234	0
GUL04G001501	GWHHCNU00000004.1	18398250	18398522	+	273	0
GUL04G001502	GWHHCNU00000004.1	18398761	18399514	+	754	0
GUL04G001503	GWHHCNU00000004.1	18430386	18432450	+	2065	0
GUL04G001504	GWHHCNU00000004.1	18432516	18433790	+	1275	0
GUL04G001505	GWHHCNU00000004.1	18433959	18434943	+	985	0
GUL04G001506	GWHHCNU00000004.1	18435036	18435760	+	725	0
GUL04G001507	GWHHCNU00000004.1	18452830	18453892	-	1063	8
GUL04G001508	GWHHCNU00000004.1	18530043	18531346	-	1304	0
GUL04G001509	GWHHCNU00000004.1	18764029	18764283	+	255	0
GUL04G001510	GWHHCNU00000004.1	18769709	18770011	-	303	0
GUL04G001511	GWHHCNU00000004.1	18770195	18773774	+	3580	0
GUL04G001512	GWHHCNU00000004.1	18777035	18777484	-	450	0
GUL04G001513	GWHHCNU00000004.1	18796172	18796492	-	321	0
GUL04G001514	GWHHCNU00000004.1	18796613	18797219	-	607	0
GUL04G001515	GWHHCNU00000004.1	18807751	18809464	+	1714	0
GUL04G001516	GWHHCNU00000004.1	18810211	18812947	+	2737	4
GUL04G001517	GWHHCNU00000004.1	19193194	19193706	-	513	0
GUL04G001518	GWHHCNU00000004.1	19193734	19194126	-	393	0
GUL04G001519	GWHHCNU00000004.1	19194170	19194766	-	597	0
GUL04G001520	GWHHCNU00000004.1	19195228	19196090	-	863	0
GUL04G001521	GWHHCNU00000004.1	19196552	19196914	-	363	0
GUL04G001522	GWHHCNU00000004.1	19197406	19198602	-	1197	0
GUL04G001523	GWHHCNU00000004.1	19198981	19200264	-	1284	0
GUL04G001524	GWHHCNU00000004.1	19200602	19201084	-	483	0
GUL04G001525	GWHHCNU00000004.1	19201295	19201504	-	210	0
GUL04G001526	GWHHCNU00000004.1	19201617	19202932	-	1316	0
GUL04G001527	GWHHCNU00000004.1	19203270	19203752	-	483	0
GUL04G001528	GWHHCNU00000004.1	19203787	19204803	-	1017	0
GUL04G001529	GWHHCNU00000004.1	19205329	19207291	-	1963	0
GUL04G001530	GWHHCNU00000004.1	19207334	19208056	-	723	0
GUL04G001531	GWHHCNU00000004.1	19208232	19208885	-	654	0
GUL04G001532	GWHHCNU00000004.1	19209223	19209705	-	483	0
GUL04G001533	GWHHCNU00000004.1	19209793	19210245	-	453	0
GUL04G001534	GWHHCNU00000004.1	19210324	19210836	-	513	1
GUL04G001535	GWHHCNU00000004.1	19211009	19212520	-	1512	0
GUL04G001536	GWHHCNU00000004.1	19212559	19213098	-	540	0
GUL04G001537	GWHHCNU00000004.1	19213147	19213392	-	246	0
GUL04G001538	GWHHCNU00000004.1	19213606	19214679	-	1074	0
GUL04G001539	GWHHCNU00000004.1	19214798	19215181	-	384	0
GUL04G001540	GWHHCNU00000004.1	19215269	19216275	-	1007	2
GUL04G001541	GWHHCNU00000004.1	19216349	19217392	-	1044	0
GUL04G001542	GWHHCNU00000004.1	19217480	19217812	-	333	0
GUL04G001543	GWHHCNU00000004.1	19218035	19218472	-	438	0
GUL04G001544	GWHHCNU00000004.1	19218519	19218923	-	405	0
GUL04G001545	GWHHCNU00000004.1	19218951	19219178	-	228	0
GUL04G001546	GWHHCNU00000004.1	19218962	19221360	-	2399	0
GUL04G001547	GWHHCNU00000004.1	19221387	19221896	-	510	0
GUL04G001548	GWHHCNU00000004.1	19221995	19223256	-	1262	0
GUL04G001549	GWHHCNU00000004.1	19223344	19224567	-	1224	0
GUL04G001550	GWHHCNU00000004.1	19224627	19225277	-	651	0
GUL04G001551	GWHHCNU00000004.1	19225330	19226586	-	1257	0
GUL04G001552	GWHHCNU00000004.1	19226674	19226946	-	273	0
GUL04G001553	GWHHCNU00000004.1	19227381	19228544	-	1164	0
GUL04G001554	GWHHCNU00000004.1	19228632	19228937	-	306	0
GUL04G001555	GWHHCNU00000004.1	19229315	19230022	-	708	0
GUL04G001556	GWHHCNU00000004.1	19230071	19230322	-	252	0
GUL04G001557	GWHHCNU00000004.1	19230619	19233113	-	2495	0
GUL04G001558	GWHHCNU00000004.1	19233409	19235272	-	1864	0
GUL04G001559	GWHHCNU00000004.1	19235302	19235916	-	615	0
GUL04G001560	GWHHCNU00000004.1	19236003	19236935	-	933	0
GUL04G001561	GWHHCNU00000004.1	19237094	19237525	-	432	0
GUL04G001562	GWHHCNU00000004.1	19237694	19238125	-	432	0
GUL04G001563	GWHHCNU00000004.1	19238252	19238545	-	294	0
GUL04G001564	GWHHCNU00000004.1	19238680	19239114	-	435	0
GUL04G001565	GWHHCNU00000004.1	19239236	19239670	-	435	0
GUL04G001566	GWHHCNU00000004.1	19239890	19241817	-	1928	0
GUL04G001567	GWHHCNU00000004.1	19242072	19242554	-	483	0
GUL04G001568	GWHHCNU00000004.1	19242582	19244048	-	1467	0
GUL04G001569	GWHHCNU00000004.1	19244473	19244805	-	333	0
GUL04G001570	GWHHCNU00000004.1	19244851	19245522	-	672	0
GUL04G001571	GWHHCNU00000004.1	19245609	19246004	-	396	0
GUL04G001572	GWHHCNU00000004.1	19246056	19246349	-	294	0
GUL04G001573	GWHHCNU00000004.1	19246388	19247287	-	900	0
GUL04G001574	GWHHCNU00000004.1	19247567	19248049	-	483	0
GUL04G001575	GWHHCNU00000004.1	19248218	19249119	-	902	0
GUL04G001576	GWHHCNU00000004.1	19249163	19250236	-	1074	0
GUL04G001577	GWHHCNU00000004.1	19250494	19250826	-	333	0
GUL04G001578	GWHHCNU00000004.1	19250854	19251306	-	453	0
GUL04G001579	GWHHCNU00000004.1	19251633	19252196	-	564	0
GUL04G001580	GWHHCNU00000004.1	19252415	19256351	-	3937	0
GUL04G001581	GWHHCNU00000004.1	19256400	19256906	-	507	0
GUL04G001582	GWHHCNU00000004.1	19257122	19258159	-	1038	0
GUL04G001583	GWHHCNU00000004.1	19258294	19258698	-	405	0
GUL04G001584	GWHHCNU00000004.1	19258884	19259168	-	285	0
GUL04G001585	GWHHCNU00000004.1	19259729	19260064	-	336	0
GUL04G001586	GWHHCNU00000004.1	19261717	19262438	-	722	1
GUL04G001587	GWHHCNU00000004.1	19262777	19263088	-	312	0
GUL04G001588	GWHHCNU00000004.1	19263289	19263570	-	282	0
GUL04G001589	GWHHCNU00000004.1	19263791	19265080	-	1290	0
GUL04G001590	GWHHCNU00000004.1	19265299	19265622	-	324	0
GUL04G001591	GWHHCNU00000004.1	19265772	19266488	-	717	0
GUL04G001592	GWHHCNU00000004.1	19267025	19268522	-	1498	0
GUL04G001593	GWHHCNU00000004.1	19268658	19270047	-	1390	0
GUL04G001594	GWHHCNU00000004.1	19270092	19270544	-	453	0
GUL04G001595	GWHHCNU00000004.1	19270706	19271140	-	435	0
GUL04G001596	GWHHCNU00000004.1	19271252	19272336	-	1085	0
GUL04G001597	GWHHCNU00000004.1	19272524	19272988	-	465	0
GUL04G001598	GWHHCNU00000004.1	19273034	19274050	-	1017	0
GUL04G001599	GWHHCNU00000004.1	19274882	19275250	-	369	0
GUL04G001600	GWHHCNU00000004.1	19275317	19276331	-	1015	0
GUL04G001601	GWHHCNU00000004.1	19490076	19490593	+	518	0
GUL04G001602	GWHHCNU00000004.1	19743776	19744557	+	782	0
GUL04G001603	GWHHCNU00000004.1	19744674	19746257	+	1584	0
GUL04G001604	GWHHCNU00000004.1	19891222	19891779	+	558	0
GUL04G001605	GWHHCNU00000004.1	19940380	19940676	+	297	0
GUL04G001606	GWHHCNU00000004.1	19940933	19941340	+	408	0
GUL04G001607	GWHHCNU00000004.1	19941518	19942164	+	647	0
GUL04G001608	GWHHCNU00000004.1	19961449	19961872	-	424	0
GUL04G001609	GWHHCNU00000004.1	20102453	20103377	-	925	0
GUL04G001610	GWHHCNU00000004.1	20172322	20172810	+	489	0
GUL04G001611	GWHHCNU00000004.1	20205262	20205498	+	237	0
GUL04G001612	GWHHCNU00000004.1	20248173	20249538	+	1366	0
GUL04G001613	GWHHCNU00000004.1	20254863	20255447	+	585	0
GUL04G001614	GWHHCNU00000004.1	20257763	20269860	-	12098	278
GUL04G001615	GWHHCNU00000004.1	20398110	20402336	-	4227	0
GUL04G001616	GWHHCNU00000004.1	20521720	20525218	+	3499	1923
GUL04G001617	GWHHCNU00000004.1	20526714	20526950	-	237	0
GUL04G001618	GWHHCNU00000004.1	20599155	20606503	+	7349	0
GUL04G001619	GWHHCNU00000004.1	20619570	20619959	+	390	0
GUL04G001620	GWHHCNU00000004.1	20621507	20622250	-	744	8
GUL04G001621	GWHHCNU00000004.1	20677224	20677640	+	417	0
GUL04G001622	GWHHCNU00000004.1	20736293	20736712	+	420	0
GUL04G001623	GWHHCNU00000004.1	20782399	20793712	+	11314	0
GUL04G001624	GWHHCNU00000004.1	20806303	20806524	+	222	0
GUL04G001625	GWHHCNU00000004.1	20912691	20918529	-	5839	381
GUL04G001626	GWHHCNU00000004.1	20931566	20935101	-	3536	0
GUL04G001627	GWHHCNU00000004.1	20970436	20976363	-	5928	0
GUL04G001628	GWHHCNU00000004.1	21022838	21023668	+	831	0
GUL04G001629	GWHHCNU00000004.1	21052486	21053122	-	637	0
GUL04G001630	GWHHCNU00000004.1	21055493	21059469	+	3977	0
GUL04G001631	GWHHCNU00000004.1	21060070	21060584	-	515	0
GUL04G001632	GWHHCNU00000004.1	21061354	21062556	+	1203	0
GUL04G001633	GWHHCNU00000004.1	21181101	21181544	-	444	0
GUL04G001634	GWHHCNU00000004.1	21182006	21182569	-	564	0
GUL04G001635	GWHHCNU00000004.1	21182799	21183194	+	396	0
GUL04G001636	GWHHCNU00000004.1	21183748	21186962	-	3215	0
GUL04G001637	GWHHCNU00000004.1	21188199	21189055	-	857	0
GUL04G001638	GWHHCNU00000004.1	21194760	21195236	+	477	0
GUL04G001639	GWHHCNU00000004.1	21195999	21196825	+	827	0
GUL04G001640	GWHHCNU00000004.1	21196860	21197093	+	234	0
GUL04G001641	GWHHCNU00000004.1	21197539	21197931	+	393	0
GUL04G001642	GWHHCNU00000004.1	21198169	21198771	+	603	0
GUL04G001643	GWHHCNU00000004.1	21209372	21209680	-	309	0
GUL04G001644	GWHHCNU00000004.1	21210146	21210391	-	246	0
GUL04G001645	GWHHCNU00000004.1	21222681	21233452	-	10772	249
GUL04G001646	GWHHCNU00000004.1	21239936	21240466	+	531	0
GUL04G001647	GWHHCNU00000004.1	21252126	21253355	+	1230	0
GUL04G001648	GWHHCNU00000004.1	21290686	21292207	-	1522	0
GUL04G001649	GWHHCNU00000004.1	21334597	21339526	+	4930	1667
GUL04G001650	GWHHCNU00000004.1	21400110	21400427	+	318	0
GUL04G001651	GWHHCNU00000004.1	21440045	21440518	+	474	0
GUL04G001652	GWHHCNU00000004.1	21441147	21441894	+	748	0
GUL04G001653	GWHHCNU00000004.1	21441973	21442738	+	766	0
GUL04G001654	GWHHCNU00000004.1	21472845	21475208	+	2364	164
GUL04G001655	GWHHCNU00000004.1	21480631	21480999	+	369	0
GUL04G001656	GWHHCNU00000004.1	21584015	21602330	+	18316	358
GUL04G001657	GWHHCNU00000004.1	21603104	21603842	-	739	0
GUL04G001658	GWHHCNU00000004.1	21608874	21612050	+	3177	2
GUL04G001659	GWHHCNU00000004.1	21645357	21649186	-	3830	427
GUL04G001660	GWHHCNU00000004.1	21657146	21662391	+	5246	251
GUL04G001661	GWHHCNU00000004.1	21675817	21676763	-	947	0
GUL04G001662	GWHHCNU00000004.1	21694266	21698011	-	3746	655
GUL04G001663	GWHHCNU00000004.1	21724345	21724680	+	336	0
GUL04G001664	GWHHCNU00000004.1	21724891	21726138	+	1248	579
GUL04G001665	GWHHCNU00000004.1	21726678	21727178	+	501	64
GUL04G001666	GWHHCNU00000004.1	21823716	21824228	-	513	0
GUL04G001667	GWHHCNU00000004.1	21838642	21838893	+	252	0
GUL04G001668	GWHHCNU00000004.1	21847798	21848413	-	616	0
GUL04G001669	GWHHCNU00000004.1	21848787	21849456	-	670	18
GUL04G001670	GWHHCNU00000004.1	21849980	21850363	-	384	0
GUL04G001671	GWHHCNU00000004.1	21851206	21852691	-	1486	15
GUL04G001672	GWHHCNU00000004.1	21861079	21866961	-	5883	565
GUL04G001673	GWHHCNU00000004.1	22061634	22062608	+	975	0
GUL04G001674	GWHHCNU00000004.1	22062670	22063565	+	896	0
GUL04G001675	GWHHCNU00000004.1	22102657	22103235	+	579	0
GUL04G001676	GWHHCNU00000004.1	22283028	22283261	-	234	0
GUL04G001677	GWHHCNU00000004.1	22286904	22287209	+	306	0
GUL04G001678	GWHHCNU00000004.1	22287804	22293662	+	5859	0
GUL04G001679	GWHHCNU00000004.1	22293703	22294598	+	896	0
GUL04G001680	GWHHCNU00000004.1	22302719	22315970	+	13252	377
GUL04G001681	GWHHCNU00000004.1	22308556	22308828	-	273	0
GUL04G001682	GWHHCNU00000004.1	22455661	22455924	+	264	0
GUL04G001683	GWHHCNU00000004.1	22467760	22478719	-	10960	0
GUL04G001684	GWHHCNU00000004.1	22504818	22505114	+	297	0
GUL04G001685	GWHHCNU00000004.1	22517867	22518115	-	249	0
GUL04G001686	GWHHCNU00000004.1	22519810	22525133	-	5324	0
GUL04G001687	GWHHCNU00000004.1	22553863	22554606	-	744	10
GUL04G001688	GWHHCNU00000004.1	22565941	22566348	+	408	0
GUL04G001689	GWHHCNU00000004.1	22568641	22570999	-	2359	0
GUL04G001690	GWHHCNU00000004.1	22584482	22584784	-	303	0
GUL04G001691	GWHHCNU00000004.1	22594365	22595231	-	867	0
GUL04G001692	GWHHCNU00000004.1	22595298	22596303	-	1006	0
GUL04G001693	GWHHCNU00000004.1	22599458	22599730	-	273	0
GUL04G001694	GWHHCNU00000004.1	22600191	22602118	+	1928	0
GUL04G001695	GWHHCNU00000004.1	22604206	22604838	+	633	0
GUL04G001696	GWHHCNU00000004.1	22606140	22606651	+	512	0
GUL04G001697	GWHHCNU00000004.1	22700927	22702170	+	1244	0
GUL04G001698	GWHHCNU00000004.1	22838569	22839000	+	432	0
GUL04G001699	GWHHCNU00000004.1	22848271	22849056	-	786	0
GUL04G001700	GWHHCNU00000004.1	22862975	22868021	-	5047	0
GUL04G001701	GWHHCNU00000004.1	22868223	22868513	-	291	0
GUL04G001702	GWHHCNU00000004.1	22870228	22870455	-	228	0
GUL04G001703	GWHHCNU00000004.1	22870506	22870871	-	366	0
GUL04G001704	GWHHCNU00000004.1	22876889	22877791	-	903	0
GUL04G001705	GWHHCNU00000004.1	22878497	22879410	-	914	0
GUL04G001706	GWHHCNU00000004.1	22883419	22883679	+	261	0
GUL04G001707	GWHHCNU00000004.1	22914457	22914660	-	204	0
GUL04G001708	GWHHCNU00000004.1	22962258	22962616	+	359	0
GUL04G001709	GWHHCNU00000004.1	23004545	23004820	-	276	0
GUL04G001710	GWHHCNU00000004.1	23005617	23006279	+	663	0
GUL04G001711	GWHHCNU00000004.1	23008424	23008999	+	576	0
GUL04G001712	GWHHCNU00000004.1	23021252	23032055	+	10804	84
GUL04G001713	GWHHCNU00000004.1	23033569	23034819	+	1251	3
GUL04G001714	GWHHCNU00000004.1	23036112	23036396	-	285	0
GUL04G001715	GWHHCNU00000004.1	23040516	23040794	+	279	0
GUL04G001716	GWHHCNU00000004.1	23054207	23059069	-	4863	0
GUL04G001717	GWHHCNU00000004.1	23065089	23070841	+	5753	137
GUL04G001718	GWHHCNU00000004.1	23071883	23072532	+	650	0
GUL04G001719	GWHHCNU00000004.1	23135001	23154466	-	19466	811
GUL04G001720	GWHHCNU00000004.1	23140576	23140872	+	297	0
GUL04G001721	GWHHCNU00000004.1	23148415	23148705	+	291	0
GUL04G001722	GWHHCNU00000004.1	23174211	23174690	-	480	13
GUL04G001723	GWHHCNU00000004.1	23174750	23175967	-	1218	0
GUL04G001724	GWHHCNU00000004.1	23177235	23179162	-	1928	0
GUL04G001725	GWHHCNU00000004.1	23195183	23196516	-	1334	0
GUL04G001726	GWHHCNU00000004.1	23210921	23211241	-	321	0
GUL04G001727	GWHHCNU00000004.1	23219350	23224584	+	5235	0
GUL04G001728	GWHHCNU00000004.1	23259409	23260038	+	630	0
GUL04G001729	GWHHCNU00000004.1	23260377	23261688	-	1312	0
GUL04G001730	GWHHCNU00000004.1	23318335	23322381	+	4047	2
GUL04G001731	GWHHCNU00000004.1	23495086	23497807	+	2722	0
GUL04G001732	GWHHCNU00000004.1	23532613	23533332	-	720	0
GUL04G001733	GWHHCNU00000004.1	23652480	23652701	+	222	6
