"Geneid","at_id","SYMBOL","functional_group","log2FoldChange","pvalue","padj","GENENAME"
"GUL03G002734","AT2G43840","UGT74F1","Hormone: Salicylic Acid",-1.52427203924897,0.0246159727095209,0.0480475439963234,"UGT74F1 transfers UDP:glucose to salicylic acid (forming a glucoside), benzoic acid, quercetin, and athranilate in vitro. UGT74F1 shows a weak ability to catalyze the formation of the p-aminobenzoate-glucose ester in vitro. But, UGT75B1 appears to be the dominant pABA acylglucosyltransferase in vivo based on assays in leaves, flowers, and siliques. The true biological substrate(s) of UGT74F1 are not known, but mutant plants lacking UGT74F1 have a decreased level of salicylate glucoside."
"GUL03G005029","AT4G11600","ATGPX6","ROS Scavenging / Redox homeostasis",-1.52143738318961,6.89347870388589e-208,8.21294406939182e-206,"Encodes glutathione peroxidase."
"GUL03G005029","AT4G11600","GPX6","ROS Scavenging / Redox homeostasis",-1.52143738318961,6.89347870388589e-208,8.21294406939182e-206,"Encodes glutathione peroxidase."
"GUL03G005029","AT4G11600","GPXL6","ROS Scavenging / Redox homeostasis",-1.52143738318961,6.89347870388589e-208,8.21294406939182e-206,"Encodes glutathione peroxidase."
"GUL03G005029","AT4G11600","LSC803","ROS Scavenging / Redox homeostasis",-1.52143738318961,6.89347870388589e-208,8.21294406939182e-206,"Encodes glutathione peroxidase."
"GUL03G005029","AT4G11600","PHGPX","ROS Scavenging / Redox homeostasis",-1.52143738318961,6.89347870388589e-208,8.21294406939182e-206,"Encodes glutathione peroxidase."
"GUL03G005466","AT2G31570","ATGPX2","ROS Scavenging / Redox homeostasis",-2.75751941793534,1.61345482884214e-177,1.58396087457091e-175,"glutathione peroxidase GPx"
"GUL03G005466","AT2G31570","GPX2","ROS Scavenging / Redox homeostasis",-2.75751941793534,1.61345482884214e-177,1.58396087457091e-175,"glutathione peroxidase GPx"
"GUL03G005466","AT2G31570","GPXL2","ROS Scavenging / Redox homeostasis",-2.75751941793534,1.61345482884214e-177,1.58396087457091e-175,"glutathione peroxidase GPx"
"GUL03G002384","AT4G35000","APX3","ROS Scavenging / Redox homeostasis",1.32136170708048,1.69381482560642e-114,8.95933130708153e-113,"Encodes a microsomal ascorbate peroxidase APX3.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.  The APX3 protein interacts with AKR2 (ankyrin-containing protein that interacts with AFT1) and AFT1, a 14-3-3 protein."
"GUL06G003601","AT4G35830","ACO1","ROS Scavenging / Redox homeostasis",-1.4394583389593,4.77389548998197e-52,1.06417544968781e-50,"Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. This enzyme can also specifically bind to the 5' UTR of CSD2 in vitro."
"GUL06G003601","AT4G35830","RTD3","ROS Scavenging / Redox homeostasis",-1.4394583389593,4.77389548998197e-52,1.06417544968781e-50,"Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. This enzyme can also specifically bind to the 5' UTR of CSD2 in vitro."
"GUL05G001403","AT3G03450","RGL2","ROS Scavenging / Redox homeostasis",1.68626854603851,5.63596839640747e-34,8.38324680927446e-33,"Encodes a DELLA protein, a member of the GRAS superfamily of putative transcription factors. DELLA proteins restrain the cell proliferation and expansion that drives plant growth.  Negative regulator of the  response to GA in controlling seed germination. GA triggers the degradation of RGL2 protein in a process blocked by both proteasome inhibitors and serine/threonine phosphatase inhibitors. The protein undergoes degradation in response to GA via the 26S proteasome. RGL2 may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Rapidly degraded in response to GA. Regulates GA-promoted seed germination. Involved in flower and fruit development."
"GUL08G000265","AT3G29200","ATCM1","ROS Scavenging / Redox homeostasis",2.92687073477989,1.39245685320081e-26,1.62893558379921e-25,"L-ascorbate peroxidase"
"GUL08G000265","AT3G29200","CM1","ROS Scavenging / Redox homeostasis",2.92687073477989,1.39245685320081e-26,1.62893558379921e-25,"L-ascorbate peroxidase"
"GUL03G004378","AT2G28190","AtSOD2","ROS Scavenging / Redox homeostasis",2.40735919212313,5.05286752221473e-25,5.61142658813196e-24,"Encodes a chloroplastic copper/zinc superoxide dismutase CSD2 that can detoxify superoxide radicals. Its expression is affected by miR398-directed mRNA cleavage."
"GUL03G004378","AT2G28190","CSD2","ROS Scavenging / Redox homeostasis",2.40735919212313,5.05286752221473e-25,5.61142658813196e-24,"Encodes a chloroplastic copper/zinc superoxide dismutase CSD2 that can detoxify superoxide radicals. Its expression is affected by miR398-directed mRNA cleavage."
"GUL03G004378","AT2G28190","CZSOD2","ROS Scavenging / Redox homeostasis",2.40735919212313,5.05286752221473e-25,5.61142658813196e-24,"Encodes a chloroplastic copper/zinc superoxide dismutase CSD2 that can detoxify superoxide radicals. Its expression is affected by miR398-directed mRNA cleavage."
"GUL03G004378","AT2G28190","SOD2","ROS Scavenging / Redox homeostasis",2.40735919212313,5.05286752221473e-25,5.61142658813196e-24,"Encodes a chloroplastic copper/zinc superoxide dismutase CSD2 that can detoxify superoxide radicals. Its expression is affected by miR398-directed mRNA cleavage."
"GUL01G003837","AT1G12520","ATCCS","ROS Scavenging / Redox homeostasis",-1.61299035043828,1.22626379516305e-20,1.14477718998428e-19,"Copper/zinc superoxide dismutase copper chaperone. Localized to the chloroplast. Expressed in roots and shoots. Up-regulated in response to copper and senescence. The AtACC activates all three CuZnSOD activities located in three different subcellular compartments.  Contains three domains, central, ATX-1 like and C-terminal. ATX-1 like domain essential for the copper chaperone function of AtCCS in planta."
"GUL01G003837","AT1G12520","AtHMP03","ROS Scavenging / Redox homeostasis",-1.61299035043828,1.22626379516305e-20,1.14477718998428e-19,"Copper/zinc superoxide dismutase copper chaperone. Localized to the chloroplast. Expressed in roots and shoots. Up-regulated in response to copper and senescence. The AtACC activates all three CuZnSOD activities located in three different subcellular compartments.  Contains three domains, central, ATX-1 like and C-terminal. ATX-1 like domain essential for the copper chaperone function of AtCCS in planta."
"GUL01G003837","AT1G12520","CCS","ROS Scavenging / Redox homeostasis",-1.61299035043828,1.22626379516305e-20,1.14477718998428e-19,"Copper/zinc superoxide dismutase copper chaperone. Localized to the chloroplast. Expressed in roots and shoots. Up-regulated in response to copper and senescence. The AtACC activates all three CuZnSOD activities located in three different subcellular compartments.  Contains three domains, central, ATX-1 like and C-terminal. ATX-1 like domain essential for the copper chaperone function of AtCCS in planta."
"GUL03G004198","AT2G05710","ACO3","ROS Scavenging / Redox homeostasis",-1.01858080409433,1.19006991730824e-16,9.28413413238909e-16,"Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro. ACO3 is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds."
"GUL03G004178","AT1G05260","PER3","ROS Scavenging / Redox homeostasis",-11.1591490103373,2.06393024186103e-16,1.58843022659126e-15,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL03G004178","AT1G05260","RCI3","ROS Scavenging / Redox homeostasis",-11.1591490103373,2.06393024186103e-16,1.58843022659126e-15,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL03G004178","AT1G05260","RCI3A","ROS Scavenging / Redox homeostasis",-11.1591490103373,2.06393024186103e-16,1.58843022659126e-15,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL02G002172","AT5G51100","FSD2","ROS Scavenging / Redox homeostasis",3.51058659791972,9.25906588455896e-14,6.12520900282292e-13,"Fe superoxide dismutase whose mRNA levels are increased in response to exposure to UV-B."
"GUL02G002172","AT5G51100","PAP9","ROS Scavenging / Redox homeostasis",3.51058659791972,9.25906588455896e-14,6.12520900282292e-13,"Fe superoxide dismutase whose mRNA levels are increased in response to exposure to UV-B."
"GUL02G002408","AT2G01570","RGA","ROS Scavenging / Redox homeostasis",-4.46392430012505,1.80352558948446e-10,9.65196871842935e-10,"Member of the VHIID/DELLA regulatory family. Contains homopolymeric serine and threonine residues, a putative nuclear localization signal, leucine heptad repeats, and an LXXLL motif. Putative transcriptional regulator repressing the gibberellin response and integration of phytohormone signalling. DELLAs repress cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. RGA1 binds to PIF3 and  inhibits its DNA binding activity and thus affects the expression of PIF3 regulated genes. RGA may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA. Involved in fruit and flower development."
"GUL02G002408","AT2G01570","RGA1","ROS Scavenging / Redox homeostasis",-4.46392430012505,1.80352558948446e-10,9.65196871842935e-10,"Member of the VHIID/DELLA regulatory family. Contains homopolymeric serine and threonine residues, a putative nuclear localization signal, leucine heptad repeats, and an LXXLL motif. Putative transcriptional regulator repressing the gibberellin response and integration of phytohormone signalling. DELLAs repress cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. RGA1 binds to PIF3 and  inhibits its DNA binding activity and thus affects the expression of PIF3 regulated genes. RGA may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA. Involved in fruit and flower development."
"GUL02G002408","AT2G01570","RGA24","ROS Scavenging / Redox homeostasis",-4.46392430012505,1.80352558948446e-10,9.65196871842935e-10,"Member of the VHIID/DELLA regulatory family. Contains homopolymeric serine and threonine residues, a putative nuclear localization signal, leucine heptad repeats, and an LXXLL motif. Putative transcriptional regulator repressing the gibberellin response and integration of phytohormone signalling. DELLAs repress cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. RGA1 binds to PIF3 and  inhibits its DNA binding activity and thus affects the expression of PIF3 regulated genes. RGA may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA. Involved in fruit and flower development."
"GUL05G002363","AT5G23310","FSD3","ROS Scavenging / Redox homeostasis",3.67363988674031,5.30904027225378e-09,2.53452198797752e-08,"Fe superoxide dismutase"
"GUL05G002363","AT5G23310","SOD3","ROS Scavenging / Redox homeostasis",3.67363988674031,5.30904027225378e-09,2.53452198797752e-08,"Fe superoxide dismutase"
"GUL06G001526","AT4G09010","APX4","ROS Scavenging / Redox homeostasis",2.23194312143621,4.11330727990883e-07,1.64606066477747e-06,"Encodes a protein that was initially believed to act as a microsomal ascorbate peroxidase APX4 but to date, no evidence of enzymatic activity has been found."
"GUL06G001526","AT4G09010","TL29","ROS Scavenging / Redox homeostasis",2.23194312143621,4.11330727990883e-07,1.64606066477747e-06,"Encodes a protein that was initially believed to act as a microsomal ascorbate peroxidase APX4 but to date, no evidence of enzymatic activity has been found."
"GUL07G002671","AT1G05260","PER3","ROS Scavenging / Redox homeostasis",7.51773337275636,0.00091337402746564,0.00238732042130875,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL07G002671","AT1G05260","RCI3","ROS Scavenging / Redox homeostasis",7.51773337275636,0.00091337402746564,0.00238732042130875,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL07G002671","AT1G05260","RCI3A","ROS Scavenging / Redox homeostasis",7.51773337275636,0.00091337402746564,0.00238732042130875,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL06G003624","AT4G35000","APX3","ROS Scavenging / Redox homeostasis",6.51710506170546,0.00172974644558401,0.00430254048991267,"Encodes a microsomal ascorbate peroxidase APX3.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.  The APX3 protein interacts with AKR2 (ankyrin-containing protein that interacts with AFT1) and AFT1, a 14-3-3 protein."
"GUL05G004474","AT4G32320","APX6","ROS Scavenging / Redox homeostasis",1.38849354307109,0.00227966910587874,0.0055379509913473,"Encodes a cytosolic ascorbate peroxidase APX6.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms."
"GUL03G004176","AT1G05260","PER3","ROS Scavenging / Redox homeostasis",-5.25362222332067,0.00333077223732727,0.00785577003850886,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL03G004176","AT1G05260","RCI3","ROS Scavenging / Redox homeostasis",-5.25362222332067,0.00333077223732727,0.00785577003850886,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL03G004176","AT1G05260","RCI3A","ROS Scavenging / Redox homeostasis",-5.25362222332067,0.00333077223732727,0.00785577003850886,"Encodes a cold-inducible cationic peroxidase that is involved in the stress response. In response to low temperature, RCI3 transcripts accumulate in the aerial part and in roots of etiolated seedlings but only in roots of light-grown seedlings."
"GUL02G003504","AT2G48150","ATGPX4","ROS Scavenging / Redox homeostasis",-7.69575379823059,0.00403165892240598,0.00936928367887606,"Encodes glutathione peroxidase."
"GUL02G003504","AT2G48150","GPX4","ROS Scavenging / Redox homeostasis",-7.69575379823059,0.00403165892240598,0.00936928367887606,"Encodes glutathione peroxidase."
"GUL02G003504","AT2G48150","GPXL4","ROS Scavenging / Redox homeostasis",-7.69575379823059,0.00403165892240598,0.00936928367887606,"Encodes glutathione peroxidase."
"GUL03G000697","AT1G66350","RGL","ROS Scavenging / Redox homeostasis",-6.95979851900139,0.0180123462147617,0.0364299145569754,"Negative regulator of GA responses, member of  GRAS family of transcription factors.  Also belongs to the DELLA proteins that restrain the cell proliferation and expansion that drives plant growth. RGL1 may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Rapidly degraded in response to GA. Involved in flower and fruit development."
"GUL03G000697","AT1G66350","RGL1","ROS Scavenging / Redox homeostasis",-6.95979851900139,0.0180123462147617,0.0364299145569754,"Negative regulator of GA responses, member of  GRAS family of transcription factors.  Also belongs to the DELLA proteins that restrain the cell proliferation and expansion that drives plant growth. RGL1 may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Rapidly degraded in response to GA. Involved in flower and fruit development."
"GUL06G003720","AT1G75280",NA,"Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.6088188783708,0,0,"isoflavone reductase, putative, identical to SP:P52577 Isoflavone reductase homolog P3 (EC 1.3.1.-) {Arabidopsis thaliana}; contains Pfam profile PF02716: isoflavone reductase. Involved in response to oxidative stress."
"GUL02G000429","AT2G37040","ATPAL1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",5.66958302248212,9.35137605699365e-206,1.08259821965469e-203,"Encodes PAL1, a phenylalanine ammonia-lyase.  Arabidopsis has four PALs: AT2G37040 (PAL1), AT3G53260 (PAL2), AT5G04230 (PAL3) and AT3G10340 (PAL4)."
"GUL02G000429","AT2G37040","PAL1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",5.66958302248212,9.35137605699365e-206,1.08259821965469e-203,"Encodes PAL1, a phenylalanine ammonia-lyase.  Arabidopsis has four PALs: AT2G37040 (PAL1), AT3G53260 (PAL2), AT5G04230 (PAL3) and AT3G10340 (PAL4)."
"GUL06G003721","AT1G75280",NA,"Secondary Metabolism (Flavonoids/Phenylpropanoids)",2.6975658364445,1.50550081945483e-199,1.66439218972432e-197,"isoflavone reductase, putative, identical to SP:P52577 Isoflavone reductase homolog P3 (EC 1.3.1.-) {Arabidopsis thaliana}; contains Pfam profile PF02716: isoflavone reductase. Involved in response to oxidative stress."
"GUL06G004396","AT5G13930","ATCHS","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.0910495921888,4.70756554186353e-146,3.37829769280575e-144,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL06G004396","AT5G13930","CHS","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.0910495921888,4.70756554186353e-146,3.37829769280575e-144,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL06G004396","AT5G13930","TT4","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.0910495921888,4.70756554186353e-146,3.37829769280575e-144,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL02G005480","AT3G55120","A11","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.13154070967932,3.12024622716643e-112,1.58551145245022e-110,"Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems."
"GUL02G005480","AT3G55120","AtCHI","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.13154070967932,3.12024622716643e-112,1.58551145245022e-110,"Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems."
"GUL02G005480","AT3G55120","CFI","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.13154070967932,3.12024622716643e-112,1.58551145245022e-110,"Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems."
"GUL02G005480","AT3G55120","CHI","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.13154070967932,3.12024622716643e-112,1.58551145245022e-110,"Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems."
"GUL02G005480","AT3G55120","TT5","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.13154070967932,3.12024622716643e-112,1.58551145245022e-110,"Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems."
"GUL02G003489","AT4G09820","AtTT8","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.79326673475866,1.59871928375659e-101,7.51673704621417e-100,"TT8 is a regulation factor that acts in a concerted action with TT1, PAP1 and TTG1 on the regulation of flavonoid pathways, namely proanthocyanidin and anthocyanin biosynthesis.  Affects dihydroflavonol 4-reductase gene expression. It is thought that a ternary complex composed of TT2, TT8 and TTG1 is necessary for correct expression of BAN in seed endothelium. Also important for important for marginal trichome development."
"GUL02G003489","AT4G09820","TT8","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.79326673475866,1.59871928375659e-101,7.51673704621417e-100,"TT8 is a regulation factor that acts in a concerted action with TT1, PAP1 and TTG1 on the regulation of flavonoid pathways, namely proanthocyanidin and anthocyanin biosynthesis.  Affects dihydroflavonol 4-reductase gene expression. It is thought that a ternary complex composed of TT2, TT8 and TTG1 is necessary for correct expression of BAN in seed endothelium. Also important for important for marginal trichome development."
"GUL01G003182","AT3G51240","F3'H","Secondary Metabolism (Flavonoids/Phenylpropanoids)",6.87872611929898,3.136781213606e-79,1.08891119272323e-77,"Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases. Regulates flavonoid biosynthesis."
"GUL01G003182","AT3G51240","F3H","Secondary Metabolism (Flavonoids/Phenylpropanoids)",6.87872611929898,3.136781213606e-79,1.08891119272323e-77,"Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases. Regulates flavonoid biosynthesis."
"GUL01G003182","AT3G51240","TT6","Secondary Metabolism (Flavonoids/Phenylpropanoids)",6.87872611929898,3.136781213606e-79,1.08891119272323e-77,"Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases. Regulates flavonoid biosynthesis."
"GUL06G004395","AT5G13930","ATCHS","Secondary Metabolism (Flavonoids/Phenylpropanoids)",1.95346297267069,2.90227926904496e-64,8.12207982898181e-63,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL06G004395","AT5G13930","CHS","Secondary Metabolism (Flavonoids/Phenylpropanoids)",1.95346297267069,2.90227926904496e-64,8.12207982898181e-63,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL06G004395","AT5G13930","TT4","Secondary Metabolism (Flavonoids/Phenylpropanoids)",1.95346297267069,2.90227926904496e-64,8.12207982898181e-63,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL07G000030","AT1G51680","4CL.1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",6.02021671596917,1.18952878923515e-63,3.28398257302567e-62,"encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. In addition to 4-coumarate, it also converts ferulate.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, ferulic acid, caffeic acid and 5-OH-ferulic acid. At4CL1 was unable to use sinapic acid as substrate."
"GUL07G000030","AT1G51680","4CL1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",6.02021671596917,1.18952878923515e-63,3.28398257302567e-62,"encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. In addition to 4-coumarate, it also converts ferulate.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, ferulic acid, caffeic acid and 5-OH-ferulic acid. At4CL1 was unable to use sinapic acid as substrate."
"GUL07G000030","AT1G51680","AT4CL1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",6.02021671596917,1.18952878923515e-63,3.28398257302567e-62,"encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. In addition to 4-coumarate, it also converts ferulate.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, ferulic acid, caffeic acid and 5-OH-ferulic acid. At4CL1 was unable to use sinapic acid as substrate."
"GUL03G002906","AT5G13930","ATCHS","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.37952611749942,8.67591853538895e-59,2.19518627437166e-57,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL03G002906","AT5G13930","CHS","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.37952611749942,8.67591853538895e-59,2.19518627437166e-57,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL03G002906","AT5G13930","TT4","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-3.37952611749942,8.67591853538895e-59,2.19518627437166e-57,"Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism."
"GUL05G003412","AT5G07990","CYP75B1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",2.82674064012406,1.07495397991444e-56,2.59415885241298e-55,"Required for flavonoid 3' hydroxylase activity."
"GUL05G003412","AT5G07990","D501","Secondary Metabolism (Flavonoids/Phenylpropanoids)",2.82674064012406,1.07495397991444e-56,2.59415885241298e-55,"Required for flavonoid 3' hydroxylase activity."
"GUL05G003412","AT5G07990","TT7","Secondary Metabolism (Flavonoids/Phenylpropanoids)",2.82674064012406,1.07495397991444e-56,2.59415885241298e-55,"Required for flavonoid 3' hydroxylase activity."
"GUL04G004518","AT2G37040","ATPAL1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-2.94182634189753,1.84023621891322e-44,3.54512696395504e-43,"Encodes PAL1, a phenylalanine ammonia-lyase.  Arabidopsis has four PALs: AT2G37040 (PAL1), AT3G53260 (PAL2), AT5G04230 (PAL3) and AT3G10340 (PAL4)."
"GUL04G004518","AT2G37040","PAL1","Secondary Metabolism (Flavonoids/Phenylpropanoids)",-2.94182634189753,1.84023621891322e-44,3.54512696395504e-43,"Encodes PAL1, a phenylalanine ammonia-lyase.  Arabidopsis has four PALs: AT2G37040 (PAL1), AT3G53260 (PAL2), AT5G04230 (PAL3) and AT3G10340 (PAL4)."
"GUL05G001479","AT4G38620","ATMYB4","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.53922901980389,1.87541975420739e-39,3.21203259089407e-38,"Encodes a R2R3 MYB protein which is involved in the response to UV-B.  It functions as a repressor of target gene expression.  One of its target genes encodes cinnamate 4-hydroxylase; mutants accumulate sinapate esters in their leaves. MYB4 binds to its own promoter and represses its own expression. Nuclear localization of MYB4 depends on the action of the beta importin SAD2."
"GUL05G001479","AT4G38620","MYB4","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.53922901980389,1.87541975420739e-39,3.21203259089407e-38,"Encodes a R2R3 MYB protein which is involved in the response to UV-B.  It functions as a repressor of target gene expression.  One of its target genes encodes cinnamate 4-hydroxylase; mutants accumulate sinapate esters in their leaves. MYB4 binds to its own promoter and represses its own expression. Nuclear localization of MYB4 depends on the action of the beta importin SAD2."
"GUL06G001053","AT2G30490","ATC4H","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.2033809851145,2.31263231349614e-37,3.78140805264062e-36,"Encodes a cinnamate-4-hydroxylase. Mutations in this gene impact phenylpropanoid metabolism, growth and development."
"GUL06G001053","AT2G30490","C4H","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.2033809851145,2.31263231349614e-37,3.78140805264062e-36,"Encodes a cinnamate-4-hydroxylase. Mutations in this gene impact phenylpropanoid metabolism, growth and development."
"GUL06G001053","AT2G30490","CYP73A5","Secondary Metabolism (Flavonoids/Phenylpropanoids)",3.2033809851145,2.31263231349614e-37,3.78140805264062e-36,"Encodes a cinnamate-4-hydroxylase. Mutations in this gene impact phenylpropanoid metabolism, growth and development."
